"word","mean","ipa","exampleSentence","translatedSentence","type"
"denote","を示す / を意味する / の記号である","/dɪˈnoʊt/","The red color denotes danger.","赤色は危険を示す。","BSL"
"impact","〈U〉〈C〉(…の…に対する)衝突,衝撃《+of+名+against(on,upon,with)+名》  / 〈C〉(…の…に対する)影響(influence)影響力《+of+名+on(upon, against)+名》 / 他動 / 〔～に〕影響を与える［及ぼす］ / 〔～を〕詰め込む / 〔～に〕激突する / 自動 / 影響を与える［及ぼす］ / 激突する","/ˈɪmpækt/","The earthquake had a significant impact on the city.","地震は市に大きな衝撃を与えました。","BSL"
"query","〈C〉質問, 疑問 / 疑問符","/'kwɪəri/","I have a query about the new product.","新製品についての質問があります。","BSL"
"plague","〈C〉〈U〉(死亡率の高い) 疾病 / 《the ~》ペスト / 《...の》災い, 災難《of ...》 / 《話》やっかいな人, 悩みの種 / 〈他〉《...で》を悩ます《with ...》","/pleɪɡ/","The plague swept through the city, causing widespread panic.","ペストが市内に広がり、広範なパニックを引き起こしました。","BSL"
"explicitly","【副】明示的に；明白に,はっきりと,あからさまに.","/ɪkˈsplɪsɪtli/","She explicitly stated her opinion during the meeting.","彼女は会議中に明示的に自分の意見を述べました。","BSL"
"projection","〈C〉見積もり, 予測 / 〈U〉〈C〉突き出ること, 突起 /  投影すること, 投影図 / 〈U〉発射 / 発声","/prəˈdʒɛkʃən/","The projection on the wall was clear and vivid.","壁に映し出された投影ははっきりと鮮明でした。","BSL"
"chancellor","〈C〉(西独・オーストリアなどの)首相  /  (アメリカのいくつかの大学で)総長,学長 / 各種の高官の称号","/ˈtʃænsələr/","The chancellor is responsible for leading the government.","首相は政府を指導する責任があります。","BSL"
"script","〈U〉手書き, 筆記体 / 筆記活字 / 〈U〉〈C〉(ある言語の)文字, (alphabetなどの)文字体系 / 〈C〉台本, 脚本","/skrɪpt/","The actor memorized the script for the play.","俳優は演劇の台本を暗記しました。","BSL"
"elaborate","【動詞】詳しく説明する、ものを精巧に作る 【形容詞】精巧な、入念な","/ɪˈlæbəreɪt/","Could you please elaborate on your idea?","あなたのアイデアについて詳しく説明していただけますか？","BSL"
"vague","(言葉・意味などが)はっきりしない,あいまいな  / (考え・感じなどが)ばく然としている,ぼんやりした  / (形・姿などが)ぼやけた,はっきりしない  / 《名詞の前にのみ用いて》《通例最上級で》《話》ほんのわずかの,かすかな","/veɪɡ/","Her explanation was vague and unclear.","彼女の説明は曖昧で分かりにくかった。","BSL"
"concede","（譲歩して）...を真実と認める《that ...》 ；《A（権利など》を《B（人）》に与える《A to B》《B A》  / 《...に》譲歩する《to ...》/ 敗北を認める,（しぶしぶ）認める","/kənˈsiːd/","He finally conceded defeat and congratulated his opponent.","彼はついに敗北を認め、相手を祝福した。","BSL"
"interact","《...と》相互に作用する, 影響し合う, 交流する《with ...》","/ɪntərˈækt/","I love to interact with people from different cultures.","私は異なる文化の人々と交流するのが好きです。","BSL"
"empirical","経験的な, 経験を基礎とする / 実証的な, 実験に基づいた","/ɪmˈpɪrɪkəl/","To verify our hypothesis, we went outside and conducted empirical research.","私たちの仮説を検証するために、外に出て実証実験をしました。","BSL"
"qualitative","(量でなく)質的な,性質上の,質にかかわる,定性的な","/kwɒlɪˈteɪtɪv/","The researcher conducted a qualitative study to gather in-depth information.","研究者は詳細な情報を集めるために質的な研究を行った。","BSL"
"retrieve","【動/他】《...から》を取り戻す, を回収する《from ...》 / 〈罪など〉を償う,〈誤りなど〉を訂正する / 〈猟犬が〉〈獲物〉を捜して持って来る","/rɪˈtriːv/","The police managed to retrieve the stolen goods.","警察は盗まれた商品を取り戻すことに成功しました。","BSL"
"entail","…を必然的に伴う / 《…に》〈損失・労力・出費など〉を負わせる, を課する《on, for ...》 / 《…に》〈土地〉を限嗣相続させる《on, upon ...》","/ɪnˈteɪl/","The decision to move to a new city entails leaving behind friends and family.","新しい街に引っ越すという決断は、友人や家族を必然的に置き去りにすることを伴います。","BSL"
"forge","【動/自】ぐんぐん前に出る,どんどん進む、【動/他】〔金属を〕鍛造する、プレスする","/fɔːrdʒ/","He used a hammer to forge the metal into a sword.","彼は金属を剣に鍛えるためにハンマーを使った。","BSL"
"terror","〈U/C〉(身に迫る) 恐怖 / 〈C〉恐ろしい人(物・事) / 《話》やっかいな人,手に負えない物 / 〈U〉テロ","/'tɛrər/","The terror of the unknown kept her awake at night.","未知の恐怖が彼女を夜眠れなくさせた。","BSL"
"successor","【名/C】《...の》後任者, 継承者, 相続人《to ...》 / 《...に》取って代わる者《to ...》","/səkˈsɛsər/","He is the successor to the company.","彼はその会社の後継者です。","BSL"
"bundle","【名/C】《…の》束, 包み《of ...》 / 【動/他】を包みにする, を束にする","/'bʌndəl/","I bought a bundle of flowers for my mother's birthday.","私は母の誕生日に花束を買いました。","BSL"
"deploy","【動/他】を配置する, を配備する / を活用する / を作動する / 【動/自】(部隊などが)配置につく / 作動する","/dɪˈplɔɪ/","We need to deploy the new software update.","新しいソフトウェアのアップデートを展開する必要があります。","BSL"
"intervene","《...に》干渉する,介入する《in ...》 / 《...の間を》 仲裁に入る《between》 / じゃまに入る / 間に起こる《between》  / ...と言って口をはさむ","/ˌɪntərˈviːn/","The teacher decided to intervene in the argument between the students.","先生は生徒たちの口論に干渉することを決めた。","BSL"
"contingency","〈C〉不測の事態, 偶発事件,不慮の事故 / 〈U〉偶然, 偶発性,随伴性","/kənˈtɪndʒənsi/","In case of an unforeseen contingency, the company has a well-prepared emergency plan to ensure everyone's safety.","不測の事態が発生した場合、全員の安全を確保するために、万全の緊急対策が用意されています。","BSL"
"repay","を返す / 《...に対して》〈人〉に報いる《for ...》  / 〈行為〉にお返しをする","/ˌriːˈpeɪ/","I need to repay my loan by the end of the month.","私は月末までにローンを返さなければなりません。","BSL"
"technically","専門的に / 技術的に / 厳密に言えば / 表向きは, 表面上は, 建前としては","/tɛkˈnɪkəli/","Technically, I am not allowed to disclose that information.","厳密に言うと、その情報を開示することは許されていません。","BSL"
"surplus","【名/U/C】余剰,余分【名/C】余剰金,黒字【形】余分な,余剰の","/sərˈplʌs/","The company had a surplus of funds at the end of the year.","会社は年末に資金の余剰を持っていました。","BSL"
"clarify","〈他〉を明らかにする, を理解しやすくする / 〈液体・空気など〉を澄ませる / 〈自〉〈思想・意味などが〉分かりやすくなる / 澄む","/ˈklærəˌfaɪ/","Could you please clarify your question?","質問を明確にしていただけますか？","BSL"
"dividend","〈C〉配当, 配当金 / 《数》 被除数","/ˈdɪvɪdɛnd/","The company announced a dividend increase for its shareholders.","会社は株主のために配当の増加を発表しました。","BSL"
"steer","〈他〉(船・車・飛行機など) のかじをとる, を操縦する / (人)を操る / (進路・道)を操縦して進む  / を導く, に道を教える / 〈自〉操縦する / 進路を取る / かじがきく","/stɪr/","He tried to steer the conversation away from controversial topics.","彼は議論の的となる話題から会話をそらそうとした。","BSL"
"coordinate","（各部分）を調和させる, を調整する  / 《...と》調和して動く《with ...》","/koʊˈɔrdɪneɪt/","I need you to coordinate with the other team members and ensure we complete the project [[on time]].","他のチームメンバーとの調整を行い、時間内にプロジェクトを完了させてほしい。","BSL"
"patent","【名/C】特許 / 専売特許品 / 【形】専売特許の / 独特な / 明白な / 【動/他】の特許を取る / に特許を与える","/'peɪtnt/","He filed a patent for his invention.","彼は彼の発明の特許を申請しました。","BSL"
"assemble","(ある目的で)〈人・物〉'を'集める,集合させる  / (部品を集めて)〈機械など〉'を'組み立てる  / …'を'整とんする,きちんと並べる  / (人が)集まる,会合する(meet)","/əˈsɛmbəl/","We need to assemble a team of experts for this project.","このプロジェクトのために、専門家のチームを集める必要があります。","BSL"
"persistent","(反対・困難にもくじけず)あくまでもやり抜く,ねばり強い,執ような  / いつまでも続く,持続する(lasting)","/pɚˈsɪstənt/","She was persistent in pursuing her dreams.","彼女は夢を追い求めることにあくまでもやり抜いた。","BSL"
